_ArtworkIDpk,_ArtistIDpk,ART_TITLE,ARTIST_ MAKER _ AUTHOR,DATE_text,DETAILS_label,_ExhIDfk,Exhibition::EXHIBITION TITLE
548,586,Middlesea,Zineb Sedira,2008,"Single screen projection shot on Super 16mm film (16:9) 16 minutes. MiddleSea is a mesmeric, filmed depiction of a sea voyage. The film traces the somnambulant movements of a lone male as he rambles the deserted corridors of a ship, crossing the Mediterranean between Marseilles and Algiers. Camera shots shift between the white decks, the immense horizon and the tiniest details, accumulating to form an almost dream-like, cyclical journey that exists out of time. MiddleSea also features an extraordinary soundscape, created in collaboration with artist Mikhail Karikis, which interweaves, distorts and intensifies sound recorded on location with instrumental snippets and sound collages.",2009_9_SEAFARING,Zineb Sedira: Seafaring
549,586,Beyond The Sea,Zineb Sedira,2008,"Four lightboxes 100 x120cm each. This earlier lightbox installation comprises four stunningly realised images, each revealing a detail of a vessel Ð a bright red handle, a curve of white piping, a window seat Ð against the glowing immensity of the sky and sea. These compositions transform the shipÕs functional machinery and furniture into emphatic visual statements, placing surfaces you can almost touch against the infinity of the horizon.",2009_9_SEAFARING,Zineb Sedira: Seafaring
550,586,Remnants Of A Scattered Vessel,Zineb Sedira,2009,"15 lightboxes. Various sizes with black electrical cables. Seafaring showcases a new work, Remnants of a Scattered Vessel, commissioned by the John Hansard Gallery. Comprising fifteen photographic lightboxes of varying sizes, the work presents a fragmented, luminescent portrait of a shipÕs carcass on the desolate Mauritanian coastline, where the desert meets the sea. This multitude of glowing images focuses upon the boatÕs decayed, rusted surfaces and attains an almost hallucinatory presence within the darkened Gallery space. The boatÕs rotted remains signify a deathly finality Ð not simply the death of a vessel, but the death of a journey. This is particularly significant given that the location, the harbour city of Nouadhibou, is today a perilous embarkation route for would-be migrants. This metropolis is also MauritaniaÕs economic capital and home to the worldÕs largest ship graveyard, which has become both a shipping hazard and an ecological threat. The lightboxesÕ bulk and trailing power cables add a physical aspect to the work that makes visible the fragile ecology implied within the imagery Ð the sunÕs sapping heat and the oceanÕs potential to both nourish and destroy. Remnants of a Scattered Vessel forms part of a prolific body of recent photographic and film works by the artist exploring this unique location.",2009_9_SEAFARING,Zineb Sedira: Seafaring
551,437,"Tom Harrisson Feigning Fear Of The Blitz, London",Photographer unknown,1940,"Modern print from a digital scan, 2009",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
552,542,No Title,Tim Brennan ,2009,"Material from mass observation archive, vitrine display.",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
553,542,No Title,Tim Brennan ,2009,"Maps on wall (vinyl), artist's book,",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
554,206,Bus Driver,Henry Stockley,1940c,"Photograph?. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
555,206,King George V,Henry Stockley,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
556,29,No Title,Anonymous,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
557,29,No Title,Anonymous,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
558,29,Untitled By A Postman,Anonymous,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
559,29,"Untitled By A Nursemaid, Ivy Langton",Anonymous,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
560,232,His Last Domino,James Floyd,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
561,415,Bait-Time,Oliver Kilbourn,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
562,189,Bowl Of Flowers / Rowing Pitmen,H.P.Wilson,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
563,29,No Title,Anonymous,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
564,196,The Pool,Harry Younger,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
565,232,Trees,James Floyd,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
566,29,No Title,Anonymous,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
567,168,Wash Day,George Brownrigg,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
568,215,The Ashington Group,Humphrey Spender,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
569,215,The Ashington Group,Humphrey Spender,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
570,29,Untitled,Anonymous,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
571,196,Untitled,Harry Younger,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
572,189,The Fish Sale,H.P.Wilson,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
573,538,Religion,Thomas Beal,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
574,229,Collier Engineer,J. Beal,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
575,572,A Miningvillage,William Scott,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
576,105,Pavement Artist,D. Burton,1940c ,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
577,105,Pavement Artist,D. Burton,1940c ,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
578,105,Pavement Artist At Golders Green,D. Burton,1940c ,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
579,29,Colliery Terraces,Anonymous,1940c ,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
580,29,Unprofessional Painter Downs,Anonymous,1940c ,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
581,206,FlattererÕs Nets,Henry Stockley,1940c ,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
582,228,Circus,Ivy Langton,1940c ,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
583,565,Racing?,Vivan,1940c ,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
584,534,The Appreciation Of Art,The Ashington Miners,1940c ,(Handbound collection of essays and articles),2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
1908,659,Carving & Sculpture,Andrew Rankin,1940c,"Photograph. The Art of The Ashington Miners, Box Art 1A Ð 1E, Mass Observation Archive, University of Sussex",2009_7_TIM_BRENNAN,Tim Brennan: English Anxieties
4404,29,No Title (Court Files For The Crown Prosecution Case Against Members Of The Fwa In 1969),Anonymous,n.d.,"Archival material from the National Library of Wales, Aberystwyth.",2009_7_HIDDEN_COUNTRY,Hidden Country: Photographs of the Free Wales Army 1966-68
5498,1580,Life Class,Alan Kane,2009,,2009_LIFE_CLASS,Life Class
587,261,Casting,Jo‹o Onofre,2000,"Video, color, sound, 12:59 min",2009_5_DESIRING_NECESSITIES,Desiring Necessities
588,362,Real Arcadia: Out House Promotions Archive,Matt Stokes,2003,"mixed media, 2003 Ð in progress",2009_5_DESIRING_NECESSITIES,Desiring Necessities
589,416,The Medium & Daybreak,Olivia Plender,2005,Mixed media installation (reconstruction of a Spiritualist Chapel from the North of England),2009_5_DESIRING_NECESSITIES,Desiring Necessities
590,527,"50,000,000 CanÕt Be Wrong",Susanne BŸrner,2006,"Digital video. 6 min. 24 sec. looped and stage, Dimensions variable",2009_5_DESIRING_NECESSITIES,Desiring Necessities
591,104,The Lake Arches,Cyprien Gaillard,2007,"video, 1:43 min",2009_5_DESIRING_NECESSITIES,Desiring Necessities
592,340,Showtime,Marcelline Delbecq,2007,"approx. 10 minutes performance with video projection, pigmented digital print on archival paper, 100x160 cm",2009_5_DESIRING_NECESSITIES,Desiring Necessities
593,345,Monochronic Film On A Polychronic Story,Mario Garcia Torres,2007,"Film 16mm, black and white",2009_5_DESIRING_NECESSITIES,Desiring Necessities
594,486,Things That Mean Things And Things That Look Like They Mean Things,Ryan Gander,2008,Video/DVD Colour. Duration 26:48 min,2009_5_DESIRING_NECESSITIES,Desiring Necessities
595,101,Screen Tests,Conrad Ventur,2009,Video and photograph,2009_5_DESIRING_NECESSITIES,Desiring Necessities
596,238,ÒLocated On The Corner But Doing Business On The SquareÓ,Jamie Shovlin,2009,"WORK STILL IN ELABORATION. THE WORK WILL CONSIST OF A VERY SIMILAR IMAGE TO THE FOLLOWING ONE. IT WILL BE A LARGE SIGN PIECE SAYING: ÒLocated on the corner but doing business on the squareÓ RECALLING A SIGN OF A USED CAR SPACE HE FOUND IN AN ARCHIVE, THE WORK AIMS TO ALLUDE TO THE CURENT ECONOMICAL SITUTATION, LOOKING TOWARDS FUTURE POLITICAL PERSEPCTIVES.",2009_5_DESIRING_NECESSITIES,Desiring Necessities
597,422,Oae,Patrizio di Massimo,2009,"Three channel video, High Definition, 13:01 min.",2009_5_DESIRING_NECESSITIES,Desiring Necessities
1903,0,File Under Sacred Music,Iain Forsyth & Jane Pollard,2003,1000 posters,2009_5_DESIRING_NECESSITIES,Desiring Necessities
1904,0,File Under Sacred Music,Iain Forsyth & Jane Pollard,2003,projection,2009_5_DESIRING_NECESSITIES,Desiring Necessities
1905,0,A Rock ÔNÕ Roll Suicide,Iain Forsyth & Jane Pollard,2008,light box,2009_5_DESIRING_NECESSITIES,Desiring Necessities
1906,0,File Under Sacred Music,Iain Forsyth & Jane Pollard,2008,light box,2009_5_DESIRING_NECESSITIES,Desiring Necessities
1907,0,The Smiths Is Dead,Iain Forsyth & Jane Pollard,2008,light box,2009_5_DESIRING_NECESSITIES,Desiring Necessities
598,500,Balnakiel,Shona Illingworth,2008,Balnakiel is an exhibition of new work by Shona Illingworth and features a major new film commission alongside a collection of drawings and photographs.,2009_2_BALNAKIEL,Shona Illingworth: Balnakiel
530,122,For Eyes,David Ward,1971,"Two Fresnel lenses. The view of two Fresnel lenses, For Eyes, 1971, forms a precursor and visual link to the series Casting the Die (Rodin), 1995 in Gallery 2. Surface ruptures interrupt the three dimensional space of the image. The notion of allowing visual ÔaccidentsÕ Ð unpredictable and, crucially, unrepeatable events Ð reoccurs throughout many of the works in the exhibition.",2009_11_SLOW_TIME,David Ward: Slow Time
531,122,Light Drawings 1-14,David Ward,1978,"Comprise fourteen collaged photograms. These combine ordered, recurring motifs and variations, with delicate, unpredictable lines of exposed light. They are derived from the patterns of domestic glass, obscured to varying degrees, hand-drawn acetates, and wires.",2009_11_SLOW_TIME,David Ward: Slow Time
532,122,Blind Drawings / Life Drawings 1-18,David Ward,1985,"Convey the stasis and motion of figures in a live performance. Drawn ÔblindÕ through carbon paper, the artist did not see the line as he drew, drawing only by touch. These works explore the relationship between hand and eye, of touch and sight.",2009_11_SLOW_TIME,David Ward: Slow Time
533,122,Serpentine Lines,David Ward,1989,"Series of photograms. A later series of photograms, Serpentine Lines, 1989, form a direct link to the works in Gallery 1, and are followed by Uncontrolled Images 1-9, 1989.",2009_11_SLOW_TIME,David Ward: Slow Time
534,122,Uncontrolled Images 1-9,David Ward,1989,"Series of photograms.  Here, photographic paper was exposed to light through an enlarger with no slide or negative. These were developed and only partially fixed, then left on the studio floor, allowing dust and chemical residue to take effect over several days. The resulting galaxy-like images further explore the theme of light, its material ÔrealisationÕ, and chance effect.",2009_11_SLOW_TIME,David Ward: Slow Time
535,122,Flying In The Face,David Ward,1991,"Comprises twelve mirrors, each engraved at approximately head height, with drawings derived from many different sources, including painting, astronomy and scientific imagery. The engraved lines float seemingly in space, between the plane of reflection and the space of the Gallery Ð a cut into light. From afar, the reflection of the gallery is fragmented within the curving series of mirrors, creating a space of disjointed angles and corners, interspersed by the viewersÕ own image.",2009_11_SLOW_TIME,David Ward: Slow Time
536,122,Slow Time,David Ward,1992,"Two semi-circular glass sections. The black section is highly reflective, the white, a void, blank. In one, your image is returned, in the other, absorbed or denied. The black offers depth, space, an opening, selfrecognition, only for this to be negated within the adjacent semi-circle. Suggestive of a sundial, clock, or lunar cycle, these polar hemispheres allude to a cycle of eternal return.",2009_11_SLOW_TIME,David Ward: Slow Time
537,122,Casting The Die (Rodin),David Ward,1995,"7 Photographic prints. The seven prints that comprise Casting the Die (Rodin), 1995, were produced during a residency at the Henry Moore Institute, Leeds. This series of photographic works depicts the bronze cast of RodinÕs The Age of Bronze, held in the collection of Leeds Museums and Galleries (Leeds Art Gallery). These images reveal the castÕs patinated surfaces, yet almost ethereal and otherworldly presence. The material traces of the photographic process Ð striations, ripples and streaks Ð echo textures found on the cast itself, which had been situated in the open air for many years. These marks are deliberately retained within the visible margins of the print, occupying not only the ÔemptyÕ edges but also interrupting the space of the image itself.",2009_11_SLOW_TIME,David Ward: Slow Time
538,122,Analysis Of Beauty,David Ward,2008,"Filmed in KingÕs College Chapel, Cambridge, The Analysis of Beauty, 2008, features two sequences of footage. Projected one above the other, these examine Ð literally Ð the two aspects of the beautiful fan vaulted ceiling: above and below. The work is rich in juxtapositions: light and dark, the divine and earthly, craft and utility, grandiosity and the prosaic. In her essay within the Slow Time exhibition publication, Suzanne Cotter notes: ÒTaking his cue from HogarthÕs 18th century artistic treatise, The Analysis of Beauty, Ward suggests we might move beyond our general amazement at the architectural brilliance of the Chapel ceiling, to get beneath its skin, literally, to know it better.Ó",2009_11_SLOW_TIME,David Ward: Slow Time
